edad,genero,estado_civil,nivel_educacion,ingreso_mensual,tipo_empleo,antiguedad_laboral_meses,antiguedad_historial_meses,num_cuentas_credito,num_prestamos_activos,deuda_total,utilizacion_credito,num_pagos_atrasados_12m,dias_max_atraso,num_consultas_6m,tiene_propiedad,valor_propiedad,tiene_vehiculo,monto_solicitado,plazo_meses,proposito,ratio_deuda_ingreso,ratio_cuota_ingreso,default,credit_score
64,F,Casado,Secundaria,9047.82,Empleado,36,46,9,1,6221.99,16.41,0,0,3,1,137551.6,0,6783.37,12,Consumo,5.73,6.25,0,768
45,F,Divorciado,Posgrado,11636.35,Empleado,11,71,5,0,24705.55,31.9,1,60,1,0,0.0,0,6105.78,12,Negocio,17.69,4.37,0,765
57,F,Casado,Técnico,3517.49,Empleado,7,8,2,0,24103.87,34.58,0,0,3,0,0.0,0,12035.62,36,Vivienda,57.1,9.5,1,647
29,M,Casado,Universitario,7395.88,Empleado,199,51,1,1,35768.38,8.25,1,60,1,0,0.0,0,7334.79,48,Vivienda,40.3,2.07,0,850
30,F,Soltero,Técnico,5245.72,Empleado,1,81,4,0,10709.21,8.0,0,0,0,0,0.0,1,3686.13,36,Consumo,17.01,1.95,0,797
18,F,Casado,Técnico,2004.46,Empresario,165,17,4,3,3434.12,23.84,0,0,1,0,0.0,1,3782.53,48,Vivienda,14.28,3.93,0,836
57,F,Casado,Secundaria,3713.0,Empleado,22,87,5,2,35462.21,36.25,2,30,4,1,173945.24,1,5617.91,60,Vehiculo,79.59,2.52,0,811
63,F,Casado,Secundaria,2561.77,Independiente,39,55,3,0,18348.33,50.31,0,0,2,1,110572.2,1,7970.13,24,Consumo,59.69,12.96,0,721
31,M,Soltero,Universitario,6833.36,Independiente,68,17,1,1,4429.97,46.34,1,60,2,0,0.0,1,3427.2,12,Consolidacion,5.4,4.18,0,765
36,F,Casado,Universitario,2269.93,Empleado,108,37,4,3,12912.15,52.73,1,60,4,0,0.0,1,8511.87,48,Vehiculo,47.4,7.81,0,727
28,M,Casado,Universitario,5228.4,Independiente,84,41,4,0,9962.82,24.4,0,0,0,0,0.0,0,8585.3,36,Negocio,15.88,4.56,0,798
45,M,Divorciado,Posgrado,8564.78,Empleado,20,3,2,3,20709.3,22.47,0,0,1,0,0.0,1,26775.13,36,Consumo,20.15,8.68,0,731
56,F,Casado,Posgrado,2291.02,Empleado,89,77,3,0,6352.44,26.47,0,0,1,1,106302.19,1,5404.93,36,Vivienda,23.11,6.55,0,836
18,M,Casado,Secundaria,13911.97,Empleado,12,42,1,2,18139.06,45.1,2,30,2,1,89115.0,0,14064.72,48,Consumo,10.87,2.11,0,761
46,F,Soltero,Universitario,18247.63,Empleado,64,14,4,3,7739.93,27.98,1,60,1,0,0.0,0,27804.49,12,Consumo,3.53,12.7,0,752
35,M,Soltero,Técnico,2028.16,Independiente,28,2,2,1,1535.89,51.76,2,30,3,0,0.0,1,2827.58,24,Educacion,6.31,5.81,0,743
41,M,Soltero,Secundaria,3538.69,Empleado,80,79,3,1,12705.56,20.85,0,0,1,1,500000.0,0,10023.01,24,Vehiculo,29.92,11.8,0,823
46,M,Divorciado,Universitario,2926.17,Empleado,19,12,2,1,3201.87,16.84,2,90,0,0,0.0,1,4058.67,36,Consumo,9.12,3.85,0,781
37,F,Casado,Técnico,5428.92,Empleado,9,153,3,1,32311.38,29.14,1,90,1,1,125845.66,0,10766.54,12,Consumo,49.6,16.53,0,783
38,M,Casado,Universitario,2828.79,Independiente,17,89,2,1,2686.95,21.98,1,120,1,0,0.0,1,4982.88,48,Consumo,7.92,3.67,0,841
36,M,Divorciado,Secundaria,10568.43,Independiente,1,84,2,2,24404.75,37.25,0,0,4,1,182250.69,0,12176.17,12,Educacion,19.24,9.6,0,742
54,M,Soltero,Secundaria,3115.61,Independiente,1,105,4,1,6412.03,6.22,1,120,2,1,51992.79,1,3097.52,60,Vivienda,17.15,1.66,0,842
46,F,Casado,Técnico,9977.67,Empleado,51,18,4,1,86893.83,20.74,2,90,4,1,121785.6,1,10429.71,36,Vehiculo,72.57,2.9,0,713
43,F,Casado,Secundaria,3226.85,Empleado,42,131,3,1,2732.61,26.56,0,0,2,0,0.0,0,5067.21,60,Consumo,7.06,2.62,0,778
20,F,Soltero,Secundaria,13113.39,Empleado,123,5,2,0,50621.22,41.74,1,30,2,0,0.0,0,3810.47,12,Educacion,32.17,2.42,0,821
34,M,Soltero,Universitario,9294.4,Empleado,10,50,2,0,8035.53,13.78,0,0,3,0,0.0,0,2420.28,12,Educacion,7.2,2.17,1,692
53,F,Soltero,Técnico,3171.31,Empleado,31,79,2,1,3471.88,31.1,0,0,2,0,0.0,1,5985.0,72,Consumo,9.12,2.62,0,836
40,M,Divorciado,Universitario,8070.44,Independiente,1,6,2,3,52995.76,49.17,2,120,2,0,0.0,0,2656.5,12,Negocio,54.72,2.74,1,552
49,M,Casado,Secundaria,2249.53,Empleado,77,5,2,2,7446.26,32.7,1,30,4,1,150710.3,0,13454.26,72,Educacion,27.58,8.31,0,775
66,M,Soltero,Técnico,9496.48,Empleado,46,9,1,1,30054.18,80.13,1,90,2,0,0.0,1,7730.85,60,Educacion,26.37,1.36,0,720
55,F,Casado,Universitario,3826.4,Empleado,40,4,5,3,11007.85,46.56,0,0,2,1,188005.13,0,2982.37,36,Vehiculo,23.97,2.17,0,742
41,M,Soltero,Secundaria,4584.72,Empleado,43,78,3,0,11242.26,41.27,0,0,1,0,0.0,0,45510.44,24,Vivienda,20.43,41.36,1,610
32,F,Soltero,Técnico,2944.83,Desempleado,0,16,3,1,13178.82,3.96,2,90,1,0,0.0,0,5619.73,12,Educacion,37.29,15.9,0,706
18,F,Viudo,Técnico,10926.36,Empleado,3,210,2,3,39387.41,57.34,0,0,0,0,0.0,1,8580.52,12,Negocio,30.04,6.54,0,780
37,M,Soltero,Universitario,11638.84,Empresario,11,41,2,0,21698.49,20.63,0,0,3,0,0.0,1,9242.82,12,Consolidacion,15.54,6.62,0,815
35,M,Casado,Secundaria,2505.25,Empleado,21,32,3,1,21599.09,10.22,1,60,1,0,0.0,1,20334.52,12,Consolidacion,71.85,67.64,1,508
45,M,Divorciado,Posgrado,1506.81,Empleado,10,147,5,1,3242.08,9.81,1,90,5,1,290913.77,1,5968.76,48,Vivienda,17.93,8.25,0,754
37,M,Casado,Universitario,2861.62,Empleado,16,1,3,3,15621.61,24.8,1,90,2,0,0.0,0,2141.81,36,Negocio,45.49,2.08,0,733
35,M,Viudo,Secundaria,5591.73,Empleado,95,50,2,2,6514.81,14.06,2,30,2,1,73444.14,0,17985.87,48,Consolidacion,9.71,6.7,0,799
18,F,Soltero,Técnico,1919.64,Empleado,77,13,2,3,4901.16,27.09,1,120,1,1,64942.36,1,31275.78,24,Vivienda,21.28,67.89,1,570
25,F,Viudo,Universitario,1909.05,Desempleado,0,45,2,0,5587.06,27.11,0,0,4,1,122287.33,0,4569.08,24,Consolidacion,24.39,9.97,0,786
47,F,Soltero,Posgrado,2082.79,Empleado,55,43,4,1,2606.18,8.04,1,90,4,0,0.0,1,4780.36,48,Vivienda,10.43,4.78,0,769
65,M,Casado,Universitario,1785.21,Empleado,110,73,4,4,1674.46,45.28,0,0,4,0,0.0,0,10350.69,12,Vehiculo,7.82,48.32,1,703
38,M,Divorciado,Secundaria,7364.43,Empleado,177,23,1,1,79345.18,41.78,1,120,1,0,0.0,0,10238.49,36,Educacion,89.78,3.86,0,753
44,M,Casado,Técnico,4564.55,Empleado,57,128,1,4,21418.78,18.9,0,0,3,0,0.0,0,17460.91,36,Consumo,39.1,10.63,0,766
54,F,Casado,Técnico,12681.23,Empleado,69,98,4,1,35142.62,31.91,1,60,1,1,80717.45,0,7241.34,48,Vivienda,23.09,1.19,0,796
27,M,Soltero,Técnico,1936.27,Independiente,49,8,1,2,12579.54,6.32,2,30,0,0,0.0,1,20278.75,24,Educacion,54.14,43.64,0,819
45,F,Viudo,Técnico,2954.19,Empleado,45,231,5,2,4811.45,38.11,2,60,3,0,0.0,1,10734.81,48,Consumo,13.57,7.57,0,823
28,F,Soltero,Universitario,11715.06,Independiente,66,123,4,2,28981.04,60.39,0,0,1,1,151786.44,1,20163.62,36,Consumo,20.62,4.78,0,787
52,M,Divorciado,Universitario,4936.77,Empleado,13,29,4,1,2797.07,23.89,1,30,0,1,93961.79,0,10065.33,60,Vivienda,4.72,3.4,0,726
42,F,Viudo,Secundaria,8025.1,Empleado,117,287,2,1,34708.04,47.58,0,0,3,0,0.0,1,5449.47,36,Consumo,36.04,1.89,0,850
44,M,Soltero,Universitario,3265.11,Empleado,13,322,2,3,23606.86,26.87,0,0,2,1,262728.39,0,3129.01,48,Negocio,60.25,2.0,0,846
28,M,Casado,Universitario,4860.9,Empleado,23,46,1,2,11932.41,10.82,3,30,4,0,0.0,1,9001.45,72,Consumo,20.46,2.57,0,832
50,F,Soltero,Secundaria,830.4,Empleado,63,21,3,3,1410.37,35.56,0,0,1,0,0.0,0,16267.86,24,Vivienda,14.15,81.63,1,529
71,M,Casado,Secundaria,14570.43,Empleado,31,176,3,2,43863.28,26.54,0,0,1,0,0.0,1,12093.65,60,Negocio,25.09,1.38,0,810
24,M,Casado,Posgrado,9002.23,Empleado,128,47,2,0,51506.91,31.79,0,0,2,1,155891.36,1,28013.05,12,Negocio,47.68,25.93,0,810
34,M,Soltero,Técnico,1004.4,Empleado,32,59,4,3,7668.99,24.7,1,120,1,0,0.0,0,42697.8,24,Consumo,63.63,177.13,1,352
43,M,Divorciado,Posgrado,4238.95,Independiente,181,30,2,1,30236.48,31.92,0,0,1,1,404782.0,1,14839.83,72,Vivienda,59.44,4.86,0,810
51,M,Casado,Posgrado,8095.45,Empleado,74,177,5,1,27728.87,30.49,1,60,1,0,0.0,1,23275.18,48,Consumo,28.54,5.99,0,844
31,M,Soltero,Universitario,7022.82,Empresario,82,77,6,1,38747.44,30.29,1,60,5,0,0.0,1,14574.33,36,Consumo,45.98,5.76,0,787
18,M,Casado,Técnico,6032.33,Independiente,16,91,1,4,10692.24,43.05,1,60,3,0,0.0,1,21157.21,48,Negocio,14.77,7.31,0,783
60,F,Soltero,Secundaria,8266.9,Empleado,31,6,1,2,43163.83,26.76,1,60,1,1,136254.67,1,3698.83,24,Vivienda,43.51,1.86,0,769
51,M,Casado,Secundaria,4247.25,Independiente,59,71,2,1,4451.35,49.92,2,120,2,1,52011.99,0,25206.03,12,Consumo,8.73,49.46,0,697
18,M,Casado,Secundaria,3427.11,Independiente,1,35,0,1,15878.15,21.05,0,0,3,0,0.0,1,22879.9,60,Consolidacion,38.61,11.13,0,724
30,F,Soltero,Universitario,6830.91,Empleado,38,84,3,0,15779.75,27.36,2,60,1,0,0.0,0,6849.33,36,Vehiculo,19.25,2.79,0,750
63,F,Soltero,Universitario,3128.48,Empleado,1,36,4,1,1797.81,25.93,1,60,1,0,0.0,1,8565.11,48,Negocio,4.79,5.7,0,779
61,M,Casado,Universitario,7619.67,Independiente,189,142,4,2,27393.19,25.43,0,0,0,1,67162.28,0,12757.56,48,Educacion,29.96,3.49,0,850
54,M,Casado,Universitario,5335.58,Empleado,210,56,5,1,5210.5,32.75,3,120,2,0,0.0,1,12150.05,36,Vehiculo,8.14,6.33,0,793
37,M,Soltero,Posgrado,7131.64,Empleado,99,7,4,1,18193.27,38.78,0,0,2,0,0.0,0,5390.22,60,Educacion,21.26,1.26,1,680
41,F,Casado,Universitario,9673.46,Empleado,56,204,1,2,35569.24,15.28,0,0,1,0,0.0,1,3518.97,48,Consumo,30.64,0.76,0,850
38,M,Casado,Universitario,15988.16,Empleado,61,262,6,1,68368.16,18.56,1,120,1,0,0.0,0,55692.0,48,Vivienda,35.63,7.26,0,850
56,M,Soltero,Universitario,5190.93,Empleado,37,86,3,1,10414.44,30.18,0,0,1,1,171116.84,0,3655.46,60,Consumo,16.72,1.17,0,781
26,F,Casado,Universitario,3438.02,Empleado,47,152,3,3,5651.68,11.96,0,0,2,0,0.0,1,4430.4,36,Vivienda,13.7,3.58,0,848
27,F,Soltero,Técnico,3764.52,Empleado,75,4,5,3,10064.41,1.74,1,90,2,0,0.0,1,3949.79,72,Consolidacion,22.28,1.46,0,820
55,F,Casado,Universitario,9260.4,Independiente,1,14,2,0,21496.25,55.99,1,90,4,1,149174.74,0,24474.83,24,Consumo,19.34,11.01,1,635
39,M,Soltero,Universitario,4380.81,Desempleado,0,94,3,1,16767.19,79.67,3,90,0,0,0.0,0,2949.44,48,Negocio,31.9,1.4,1,529
60,M,Casado,Secundaria,8969.56,Empleado,34,33,3,0,31713.03,35.1,0,0,1,1,120136.01,0,13348.55,24,Educacion,29.46,6.2,0,711
29,M,Divorciado,Secundaria,5201.99,Empleado,70,123,5,1,27905.7,48.27,2,30,3,1,61532.74,0,25028.41,60,Consumo,44.7,8.02,0,747
39,F,Casado,Secundaria,14171.19,Empleado,8,30,4,2,52266.92,23.04,1,120,4,1,81375.33,1,3813.24,48,Consumo,30.74,0.56,0,765
26,M,Casado,Universitario,6227.21,Empleado,28,44,5,2,7244.17,7.8,3,120,0,0,0.0,1,13349.68,36,Educacion,9.69,5.95,0,666
40,M,Casado,Técnico,2818.18,Independiente,35,102,2,2,9564.85,22.91,0,0,2,0,0.0,0,5759.76,36,Vivienda,28.28,5.68,0,731
18,M,Soltero,Universitario,13817.48,Independiente,24,6,4,0,7171.83,19.92,0,0,3,1,86415.64,0,4808.37,12,Vivienda,4.33,2.9,0,841
32,F,Soltero,Técnico,2923.66,Independiente,280,65,4,2,16970.3,24.42,2,90,4,0,0.0,1,4271.69,36,Vivienda,48.37,4.06,0,850
18,M,Divorciado,Universitario,2610.35,Empleado,39,0,1,3,3174.28,52.39,2,60,2,0,0.0,0,36206.86,60,Consolidacion,10.13,23.12,0,772
50,F,Divorciado,Universitario,7400.47,Empleado,30,7,2,3,96611.92,2.45,1,30,1,0,0.0,0,4422.94,24,Consumo,108.79,2.49,0,719
50,F,Casado,Universitario,2479.33,Empleado,4,21,1,0,1731.82,48.58,1,120,2,0,0.0,1,1698.92,60,Vehiculo,5.82,1.14,1,665
18,F,Soltero,Universitario,5959.65,Empleado,80,19,0,3,13763.29,24.5,1,120,1,1,133199.84,1,10144.34,24,Vehiculo,19.25,7.09,0,766
60,F,Divorciado,Universitario,5251.16,Empresario,20,52,5,2,9052.68,61.08,0,0,2,0,0.0,1,10665.15,36,Vivienda,14.37,5.64,0,774
77,F,Soltero,Universitario,6321.29,Empleado,3,36,6,1,12323.69,33.45,1,120,0,0,0.0,1,5220.7,12,Negocio,16.25,6.88,0,762
40,F,Divorciado,Universitario,27696.49,Empleado,38,13,5,3,22442.87,45.08,0,0,1,0,0.0,0,2590.0,48,Negocio,6.75,0.19,0,716
30,M,Casado,Posgrado,7769.97,Empleado,10,52,5,2,24761.82,13.02,0,0,2,0,0.0,0,7716.96,24,Negocio,26.56,4.14,0,839
80,F,Soltero,Universitario,4190.74,Empleado,2,54,2,2,13333.91,13.54,0,0,2,1,254270.0,0,47504.77,48,Vivienda,26.51,23.62,1,627
20,F,Divorciado,Secundaria,49352.7,Empresario,10,13,2,0,134816.49,24.91,1,120,1,1,73027.87,1,2338.46,72,Educacion,22.76,0.07,0,813
40,M,Casado,Secundaria,10211.83,Empleado,52,1,4,2,13330.56,31.0,1,60,1,0,0.0,0,8179.47,36,Consumo,10.88,2.22,0,728
42,F,Soltero,Técnico,3883.09,Empresario,10,174,4,1,30829.85,43.84,0,0,1,1,69497.71,0,10049.54,72,Vivienda,66.16,3.59,0,802
60,M,Casado,Secundaria,17670.85,Empleado,24,57,7,1,10666.89,45.33,3,60,1,0,0.0,1,20247.53,36,Vivienda,5.03,3.18,0,764
45,F,Divorciado,Universitario,1105.88,Empleado,1,18,1,1,3744.49,20.2,0,0,2,1,182228.71,1,3433.55,72,Educacion,28.22,4.31,0,763
32,M,Soltero,Técnico,4601.76,Empleado,12,141,1,2,14179.5,34.62,0,0,0,0,0.0,0,25960.41,48,Negocio,25.68,11.75,1,662
25,M,Soltero,Técnico,3650.82,Independiente,20,192,2,4,16111.19,42.47,2,90,4,0,0.0,0,11649.74,72,Consumo,36.78,4.43,1,679
34,F,Casado,Técnico,5327.68,Empleado,8,32,4,1,17992.81,30.95,2,90,6,1,73910.21,0,4862.99,12,Consumo,28.14,7.61,1,705
24,M,Casado,Técnico,5945.39,Empleado,174,218,3,1,14832.06,25.55,1,120,2,1,138041.54,0,1297.62,24,Negocio,20.79,0.91,0,848
40,M,Divorciado,Secundaria,3828.26,Empleado,73,31,3,2,13757.14,40.98,1,60,2,0,0.0,0,3687.87,48,Vehiculo,29.95,2.01,0,804
31,M,Soltero,Universitario,10253.44,Independiente,52,36,2,3,88606.24,26.67,1,60,4,0,0.0,0,7134.93,72,Vivienda,72.01,0.97,0,789
18,F,Casado,Universitario,12485.67,Desempleado,0,80,1,1,135325.97,4.22,2,60,5,0,0.0,1,7284.17,60,Consumo,90.32,0.97,0,815
58,F,Soltero,Universitario,1795.73,Empleado,11,42,4,1,6326.03,19.77,1,60,0,1,162931.07,0,65215.5,24,Consumo,29.36,151.32,1,544
32,M,Divorciado,Técnico,1675.23,Empleado,119,24,5,1,9296.55,17.94,0,0,1,1,58358.08,1,1909.69,12,Vehiculo,46.25,9.5,0,836
20,F,Soltero,Secundaria,18492.4,Empleado,58,43,4,1,37616.44,32.7,0,0,3,0,0.0,1,5521.21,72,Negocio,16.95,0.41,0,814
37,M,Soltero,Secundaria,3586.45,Empleado,30,43,0,2,2976.38,32.09,0,0,3,1,168640.71,1,3264.62,60,Vehiculo,6.92,1.52,0,804
41,F,Casado,Universitario,1323.82,Empleado,32,0,2,4,1411.29,7.05,0,0,0,0,0.0,0,5658.91,24,Vehiculo,8.88,17.81,0,749
18,M,Casado,Universitario,4309.33,Empleado,3,32,0,0,24030.27,8.35,0,0,2,0,0.0,1,2633.06,48,Consumo,46.47,1.27,0,766
44,M,Soltero,Técnico,6740.41,Independiente,125,15,5,0,26522.1,36.32,1,60,1,0,0.0,1,7078.12,60,Negocio,32.79,1.75,0,827
24,F,Soltero,Secundaria,8095.35,Independiente,156,44,0,3,14493.87,5.96,0,0,3,0,0.0,1,7596.21,12,Negocio,14.92,7.82,0,817
65,M,Soltero,Técnico,7561.77,Empleado,64,121,2,1,18709.24,17.8,0,0,2,1,55156.06,1,10640.44,24,Consumo,20.62,5.86,0,842
47,M,Divorciado,Universitario,4725.0,Empresario,11,184,1,2,6430.14,36.76,1,30,1,0,0.0,0,8301.58,24,Consumo,11.34,7.32,0,727
34,M,Casado,Secundaria,1641.58,Independiente,6,13,2,0,3110.29,34.18,0,0,2,1,195328.0,0,12985.67,24,Vivienda,15.79,32.96,0,717
28,M,Soltero,Posgrado,4886.43,Empleado,9,6,5,1,39210.97,28.74,1,90,4,0,0.0,0,7097.54,72,Vivienda,66.87,2.02,0,718
38,F,Soltero,Posgrado,8267.33,Empleado,40,360,0,1,12191.8,35.07,1,60,3,0,0.0,1,8522.36,48,Consumo,12.29,2.15,0,850
49,F,Divorciado,Universitario,12041.56,Empleado,27,20,0,1,12401.95,12.94,0,0,3,0,0.0,0,4948.4,12,Vivienda,8.58,3.42,0,792
39,F,Casado,Secundaria,6678.66,Independiente,4,65,7,1,60974.47,23.5,1,120,1,1,224368.5,1,16059.63,72,Educacion,76.08,3.34,0,734
36,M,Soltero,Técnico,13802.26,Empleado,18,21,6,2,24604.93,8.1,0,0,3,0,0.0,1,8445.27,24,Negocio,14.86,2.55,0,746
40,M,Soltero,Universitario,2077.3,Empresario,9,19,4,2,2097.24,42.15,0,0,0,0,0.0,1,23550.31,60,Vivienda,8.41,18.89,1,703
30,M,Soltero,Universitario,5182.09,Empleado,75,34,5,2,30777.28,66.76,1,30,2,0,0.0,1,5293.44,48,Negocio,49.49,2.13,1,639
34,F,Soltero,Técnico,3984.38,Empleado,30,17,2,0,33069.66,16.08,0,0,4,1,83416.96,1,17970.59,72,Consumo,69.17,6.26,0,832
18,M,Casado,Secundaria,21467.42,Empleado,45,54,3,3,60070.06,18.25,1,60,2,0,0.0,1,11313.01,12,Educacion,23.32,4.39,0,804
54,M,Casado,Técnico,9986.73,Independiente,16,87,2,3,10371.38,24.04,0,0,2,1,116379.21,0,11287.8,72,Negocio,8.65,1.57,0,766
44,M,Viudo,Secundaria,50000.0,Empleado,57,22,3,1,95615.82,22.03,1,60,2,0,0.0,0,20325.88,36,Consumo,15.94,1.13,0,808
28,F,Soltero,Universitario,6097.29,Empleado,50,56,5,1,4248.32,29.95,0,0,2,1,267388.54,0,3428.58,48,Vivienda,5.81,1.17,0,791
68,F,Soltero,Universitario,9378.92,Empleado,52,43,2,2,39519.04,11.4,2,60,0,0,0.0,1,32139.33,12,Vivienda,35.11,28.56,0,717
41,F,Soltero,Universitario,6298.91,Empleado,16,28,4,2,25913.06,32.0,0,0,1,0,0.0,1,12936.31,24,Vivienda,34.28,8.56,0,770
24,M,Casado,Secundaria,1965.25,Empleado,18,24,6,2,5428.6,16.25,1,30,1,0,0.0,1,3167.28,36,Educacion,23.02,4.48,0,746
52,M,Divorciado,Universitario,3864.3,Empleado,133,47,8,0,8027.47,33.2,3,30,3,0,0.0,1,14000.29,12,Consolidacion,17.31,30.19,0,785
45,F,Divorciado,Técnico,5493.02,Empleado,62,77,2,2,5278.87,29.0,2,60,1,0,0.0,1,15470.09,60,Educacion,8.01,4.69,0,798
45,M,Soltero,Técnico,1731.17,Empleado,59,43,2,2,6733.0,49.78,0,0,2,1,51444.24,0,9761.49,60,Educacion,32.41,9.4,1,635
33,F,Casado,Técnico,4894.08,Independiente,7,7,3,2,46499.9,62.18,1,30,3,1,88544.88,0,8910.69,72,Vivienda,79.18,2.53,0,739
46,F,Casado,Secundaria,1739.62,Independiente,54,134,1,2,1116.55,3.15,0,0,0,1,193327.96,1,11659.71,24,Educacion,5.35,27.93,0,850
36,F,Soltero,Universitario,50000.0,Empleado,57,35,2,1,44816.07,43.98,0,0,3,1,153005.19,1,18471.21,36,Vivienda,7.47,1.03,0,839
48,M,Soltero,Universitario,12436.98,Independiente,10,9,4,4,51856.17,24.36,0,0,2,0,0.0,1,8557.55,48,Consumo,34.75,1.43,0,745
18,F,Soltero,Posgrado,7535.13,Empleado,18,57,5,3,15116.23,24.06,0,0,3,1,108020.72,0,27517.96,36,Consumo,16.72,10.14,0,752
33,F,Soltero,Universitario,10514.57,Empleado,29,10,2,3,70217.5,27.72,1,60,2,1,37971.64,1,5969.82,36,Vivienda,55.65,1.58,0,810
65,M,Casado,Técnico,15266.27,Empleado,43,56,3,1,60756.02,20.79,0,0,1,0,0.0,0,8551.46,36,Consolidacion,33.16,1.56,0,806
28,F,Casado,Técnico,15860.27,Independiente,44,36,5,1,46882.8,36.03,1,60,2,1,52719.33,1,6356.71,60,Educacion,24.63,0.67,0,800
30,F,Soltero,Universitario,6103.93,Empleado,75,7,3,0,22898.57,8.71,0,0,3,0,0.0,1,4574.26,12,Vehiculo,31.26,6.24,0,775
33,M,Viudo,Técnico,4301.94,Empleado,4,16,6,2,14015.76,23.84,0,0,0,0,0.0,0,15331.68,12,Vivienda,27.15,29.7,0,736
21,M,Casado,Técnico,6698.15,Empleado,19,27,3,4,8787.67,24.71,2,60,1,0,0.0,0,23736.61,72,Educacion,10.93,4.92,0,709
18,F,Casado,Secundaria,5399.39,Desempleado,0,21,6,5,1879.65,28.83,3,90,2,0,0.0,1,15223.63,72,Vivienda,2.9,3.92,1,659
36,F,Casado,Técnico,1761.81,Empleado,33,60,3,3,5957.48,30.41,1,30,0,0,0.0,1,16477.98,24,Consumo,28.18,38.97,0,708
42,M,Casado,Posgrado,1151.16,Empleado,15,17,3,2,4869.48,39.93,1,30,2,0,0.0,1,5924.68,36,Vivienda,35.25,14.3,0,735
39,F,Soltero,Técnico,11028.59,Empleado,120,173,5,0,42948.11,27.86,0,0,2,0,0.0,1,1592.63,12,Vivienda,32.45,1.2,0,804
37,M,Divorciado,Secundaria,10536.42,Empleado,69,53,4,1,72322.24,22.51,2,90,2,1,83017.51,1,16353.07,72,Vivienda,57.2,2.16,0,778
40,M,Soltero,Técnico,4652.77,Empleado,2,115,1,4,745.93,11.45,1,90,3,0,0.0,1,10353.26,36,Educacion,1.34,6.18,0,765
55,F,Viudo,Técnico,2200.52,Empresario,99,53,3,0,19369.3,50.06,2,30,3,1,158934.77,1,5576.27,24,Negocio,73.35,10.56,0,803
37,F,Soltero,Posgrado,3113.19,Empresario,32,12,3,5,2855.86,29.39,2,90,1,0,0.0,0,14680.96,36,Consumo,7.64,13.1,1,558
31,M,Soltero,Secundaria,8056.14,Empleado,9,43,6,2,68663.36,41.72,1,90,4,0,0.0,0,6383.24,24,Vivienda,71.03,3.3,1,483
35,F,Casado,Técnico,3883.44,Empleado,22,195,4,0,16016.92,9.5,1,90,2,0,0.0,1,3819.95,24,Consumo,34.37,4.1,0,808
48,F,Casado,Técnico,1870.12,Empresario,16,15,1,4,1774.98,34.17,0,0,0,1,48264.04,1,11943.75,36,Vehiculo,7.91,17.74,0,741
61,M,Casado,Universitario,6303.99,Independiente,92,51,3,3,28760.18,21.17,2,90,2,0,0.0,1,11512.32,72,Consolidacion,38.02,2.54,0,758
30,F,Casado,Universitario,2994.63,Empleado,1,16,3,1,14533.03,17.06,1,30,2,0,0.0,0,1928.09,24,Consolidacion,40.44,2.68,1,710
41,M,Casado,Universitario,9498.12,Independiente,9,41,4,1,33121.3,40.53,1,120,1,1,48607.76,0,12902.33,36,Vivienda,29.06,3.77,0,771
45,F,Soltero,Secundaria,6236.51,Empleado,81,19,2,2,8180.58,21.97,0,0,3,0,0.0,0,19441.92,36,Educacion,10.93,8.66,0,792
25,F,Divorciado,Universitario,11304.97,Empleado,20,23,2,1,30258.47,9.91,0,0,3,1,59771.81,0,4923.46,60,Vehiculo,22.3,0.73,0,809
40,M,Casado,Secundaria,3061.29,Empleado,42,202,2,1,16955.01,42.22,0,0,3,0,0.0,1,15969.39,60,Vehiculo,46.15,8.69,0,806
18,M,Soltero,Posgrado,14387.32,Empleado,9,31,0,3,4769.48,5.82,1,30,1,0,0.0,0,3324.21,24,Consumo,2.76,0.96,0,811
18,F,Soltero,Universitario,2008.23,Empleado,125,9,1,0,6022.92,29.96,0,0,1,0,0.0,0,13526.49,24,Negocio,24.99,28.06,0,707
45,F,Casado,Técnico,3959.99,Empleado,45,0,1,4,33121.25,14.8,1,30,1,0,0.0,1,4944.55,60,Vehiculo,69.7,2.08,0,805
34,M,Soltero,Universitario,2182.19,Desempleado,0,125,1,1,3446.89,71.19,0,0,3,0,0.0,1,49759.2,36,Consumo,13.16,63.34,1,562
43,M,Divorciado,Universitario,1752.37,Empleado,153,68,1,2,9980.32,1.67,1,60,2,0,0.0,0,14807.51,72,Consumo,47.46,11.74,0,805
39,F,Casado,Posgrado,2389.62,Empleado,58,0,4,0,4390.96,35.23,2,60,3,0,0.0,1,43554.45,24,Consumo,15.31,75.94,1,635
25,M,Soltero,Técnico,2207.61,Independiente,38,44,3,0,11212.2,38.63,1,90,3,1,80938.17,0,4142.14,60,Vivienda,42.32,3.13,0,835
39,M,Divorciado,Universitario,27009.79,Empleado,14,11,2,1,119593.95,17.2,2,90,2,1,37141.8,1,71797.95,24,Consolidacion,36.9,11.08,0,793
21,M,Divorciado,Posgrado,3847.9,Empresario,110,61,3,2,9075.01,12.14,0,0,0,1,60397.44,1,10024.29,60,Consumo,19.65,4.34,0,824
60,M,Divorciado,Universitario,6040.84,Empleado,37,116,0,1,9320.16,18.23,1,60,1,1,249213.46,0,2268.73,60,Educacion,12.86,0.63,0,826
19,M,Soltero,Secundaria,3531.58,Empresario,71,16,2,4,17571.35,31.78,0,0,2,0,0.0,1,5674.9,60,Consumo,41.46,2.68,0,815
